Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2018-09-13 11:55:55.99,2018-09-13 07:55:55.99,1093.558035850525,42.288607,-71.567869,5,135.3581277729891,4,12508.75351872981,29.26000022888184,-1,91.40625,254.7972106933594,269.0950622558594,180,-1683.17967086856
2018-09-13 11:55:56.99,2018-09-13 07:55:56.99,1094.558020710945,42.288601,-71.567515,5,133.7254050642351,4,12537.98002300728,29.26000022888184,-1,91.40625,254.7972106933594,269.0950622558594,180,-482.9548240642326
2018-09-13 11:55:57.99,2018-09-13 07:55:57.99,1095.55800652504,42.288599,-71.567165,5,132.7057845636227,6,12566.79896380147,28.15999984741211,-1,90.3515625,254.7972106933594,269.0950622558594,180,-276.39715150359
2018-09-13 11:55:58.99,2018-09-13 07:55:58.99,1096.557991147041,42.288600,-71.566833,5,131.68512212055,4,12594.09180748772,26.39999961853027,-1,89.6484375,254.7972106933594,269.0950622558594,180,-193.1107446359791
2018-09-13 11:55:59.99,2018-09-13 07:55:59.99,1097.557975888252,42.288601,-71.566518,5,130.146016836638,4,12620.07279389912,24.46999931335449,-1,89.296875,254.7972106933594,269.0950622558594,180,-148.5218229813791
2018-09-13 11:56:00.99,2018-09-13 07:56:00.99,1098.5579611063,42.288603,-71.566221,5,129.7043335372587,4,12644.50238003628,24.46999931335449,-1,89.296875,254.7972106933594,269.0950622558594,180,-121.1339973766607
2018-09-13 11:56:01.99,2018-09-13 07:56:01.99,1099.557945370674,42.288600,-71.565943,5,129.4292151843067,6,12667.36557633091,22.98999977111816,-1,90,254.7972106933594,269.0950622558594,180,-102.3923706191933
2018-09-13 11:56:02.99,2018-09-13 07:56:02.99,1100.557929992676,42.288607,-71.565746,5,128.0560041699638,4,12683.60240639308,18.55999946594238,-1,90.3515625,254.7972106933594,269.0950622558594,180,-85.84169286092609
2018-09-13 11:56:03.99,2018-09-13 07:56:03.99,1101.557915449142,42.288587,-71.565535,5,127.6794334958929,6,12701.12876653025,16.59000015258789,-1,93.1640625,254.7972106933594,269.0950622558594,180,-74.60625025227213
2018-09-13 11:56:04.99,2018-09-13 07:56:04.99,1102.557900071144,42.288573,-71.565345,5,127.1801329032292,6,12716.86899481013,15.22000026702881,-1,97.03125,254.7972106933594,269.0950622558594,180,-65.55051902988768
